"","X","FY","Division","Code","Month","MonthNumber","MonthSortKey","FND_CAT","Pillar","Numerator_Hours","Denominator_Hours","Rate"
"3161",3161,2019,280,"287","Aug","11--Aug",11,"MISSION","CMO",0,16,0
"4794",4794,2020,280,"286","May","08--May",8,"REIMB","REIMB",0,44,0
"2058",2058,2019,220,"224","Sep","12--Sep",12,"MISSION","OVERHEAD",23.5,400,0.05875
"3211",3211,2019,290,"290","Aug","11--Aug",11,"MISSION","OVERHEAD",0,136,0
"4014",4014,2020,250,"251","Jul","10--Jul",10,"MISSION","FTS",94,914,0.102844639
"647",647,2018,250,"252","Oct","01--Oct",1,"MISSION","CMO",0,216,0
"4340",4340,2020,260,"262","Apr","07--Apr",7,"REIMB","REIMB",0,11,0
"1959",1959,2019,220,"222","Apr","07--Apr",7,"REIMB","",62.5,334,0.187125749
"4201",4201,2020,250,"254","May","08--May",8,"MISSION","FTS",212,862,0.245939675
"4285",4285,2020,260,"261","Aug","11--Aug",11,"REIMB","REIMB",167.5,464,0.360991379
"88",88,2018,210,"210","Jul","10--Jul",10,"MISSION","OVERHEAD",8,150,0.053333333
"1922",1922,2019,220,"221","Aug","11--Aug",11,"MISSION","OVERHEAD",0,268,0
"1385",1385,2018,280,"287","Aug","11--Aug",11,"MISSION","CMO",0,46,0
"1439",1439,2018,290,"290","Mar","06--Mar",6,"MISSION","OVERHEAD",6,158,0.037974684
"319",319,2018,220,"224","Dec","03--Dec",3,"REIMB","REIMB",0,157,0
"2500",2500,2019,250,"255","Jul","10--Jul",10,"MISSION","FTS",37,1045,0.035406699
"2333",2333,2019,250,"252","Jul","10--Jul",10,"MISSION","OVERHEAD",15,301.5,0.049751244
"2640",2640,2019,260,"262","Jul","10--Jul",10,"MISSION","TSRA",27,177,0.152542373
"1097",1097,2018,280,"281","May","08--May",8,"MISSION","",35.5,66,0.537878788
"2025",2025,2019,220,"224","Apr","07--Apr",7,"MISSION","OVERHEAD",36.5,409.5,0.089133089
"2549",2549,2019,260,"261","Aug","11--Aug",11,"MISSION","OVERHEAD",139,336.5,0.41307578
"2235",2235,2019,250,"250","Jan","04--Jan",4,"MISSION","OVERHEAD",0,111,0
"5106",5106,2020,290,"296","Dec","03--Dec",3,"MISSION","TSRA",0,446,0
"768",768,2018,250,"255","Dec","03--Dec",3,"MISSION","TSRA",0,784.5,0
"4396",4396,2020,260,"263","Apr","07--Apr",7,"MISSION","FTS",17.5,603.5,0.028997514
"4208",4208,2020,250,"254","Nov","02--Nov",2,"REIMB","",0,5,0
"2414",2414,2019,250,"253","May","08--May",8,"MISSION","UNIQ",167,495,0.337373737
"274",274,2018,220,"222","Sep","12--Sep",12,"MISSION","CMO",291.5,1645.5,0.177149802
"1993",1993,2019,220,"222","Oct","01--Oct",1,"MISSION","CMO",385,2167.5,0.177623991
"1720",1720,2018,290,"296","Mar","06--Mar",6,"MISSION","TSRA",0,426,0
"4670",4670,2020,280,"284","Aug","11--Aug",11,"MISSION","OVERHEAD",0,1290.5,0
"3188",3188,2019,280,"287","Jun","09--Jun",9,"MISSION","TSRA",0,70,0
"29",29,2018,200,"200A","Oct","01--Oct",1,"MISSION","CMO",6,0,0
"276",276,2018,220,"222","Sep","12--Sep",12,"REIMB","REIMB",28,130,0.215384615
"2440",2440,2019,250,"254","Dec","03--Dec",3,"MISSION","OVERHEAD",14.5,186,0.077956989
"3177",3177,2019,280,"287","Jan","04--Jan",4,"MISSION","OVERHEAD",0,178,0
"2162",2162,2019,240,"242","Oct","01--Oct",1,"MISSION","CMO",16,67,0.23880597
"2631",2631,2019,260,"262","Feb","05--Feb",5,"MISSION","UNIQ",0,20,0
"2188",2188,2019,240,"243","Feb","05--Feb",5,"MISSION","OVERHEAD",6,419,0.014319809
"1213",1213,2018,280,"283","Sep","12--Sep",12,"MISSION","FTS",0,578,0
"1205",1205,2018,280,"283","Nov","02--Nov",2,"MISSION","TSRA",0,328.5,0
"1973",1973,2019,220,"222","Jan","04--Jan",4,"MISSION","OVERHEAD",42,305,0.137704918
"1052",1052,2018,260,"264","Oct","01--Oct",1,"REIMB","",0,0,0
"3381",3381,2019,290,"293","Sep","12--Sep",12,"MISSION","FTS",85,985,0.086294416
"863",863,2018,260,"261","Nov","02--Nov",2,"MISSION","FTS",53.5,1584,0.033775253
"3978",3978,2020,250,"250","Feb","05--Feb",5,"MISSION","OVERHEAD",19.5,245,0.079591837
"2692",2692,2019,260,"263","Feb","05--Feb",5,"MISSION","TSRA",10,126.5,0.079051383
"1001",1001,2018,260,"264","Aug","11--Aug",11,"MISSION","CMO",100,612,0.163398693
"405",405,2018,240,"241","Jun","09--Jun",9,"MISSION","OVERHEAD",9,355,0.025352113
"4257",4257,2020,250,"255","Oct","01--Oct",1,"MISSION","CMO",4,79,0.050632911
"1924",1924,2019,220,"221","Dec","03--Dec",3,"MISSION","CMO",393.5,2014.5,0.19533383
"4001",4001,2020,250,"251","Dec","03--Dec",3,"MISSION","TSRA",70.5,727,0.096973865
"215",215,2018,220,"221","Jul","10--Jul",10,"REIMB","REIMB",49,259,0.189189189
"560",560,2018,250,"251","Feb","05--Feb",5,"MISSION","TSRA",84,517,0.162475822
"4456",4456,2020,260,"264","Apr","07--Apr",7,"MISSION","",1,0,0
"1484",1484,2018,290,"291","Nov","02--Nov",2,"MISSION","CMO",0,86,0
"4440",4440,2020,260,"263","May","08--May",8,"REIMB","REIMB",27,139,0.194244604
"4319",4319,2020,260,"261","Nov","02--Nov",2,"MISSION","",0,22,0
"2600",2600,2019,260,"261","Oct","01--Oct",1,"MISSION","FTS",235.5,2111,0.111558503
"822",822,2018,260,"261","Apr","07--Apr",7,"MISSION","FTS",177,1835.5,0.09643149
"672",672,2018,250,"253","Feb","05--Feb",5,"MISSION","OVERHEAD",16,304,0.052631579
"572",572,2018,250,"251","Jun","09--Jun",9,"MISSION","CMO",1,194,0.005154639
"4019",4019,2020,250,"251","Jun","09--Jun",9,"MISSION","FTS",31,968,0.032024793
"4356",4356,2020,260,"262","Jan","04--Jan",4,"MISSION","FTS",63.5,1028,0.061770428
"3215",3215,2019,290,"290","Jan","04--Jan",4,"MISSION","OVERHEAD",0,111.5,0
"1248",1248,2018,280,"284","Jul","10--Jul",10,"REIMB","REIMB",209,195,1.071794872
"4806",4806,2020,280,"286","Sep","12--Sep",12,"REIMB","REIMB",1,33.5,0.029850746
"2686",2686,2019,260,"263","Dec","03--Dec",3,"MISSION","TSRA",25,190.5,0.131233596
"2326",2326,2019,250,"252","Jan","04--Jan",4,"MISSION","CMO",62,112,0.553571429
"1736",1736,2019,200,"200A","Aug","11--Aug",11,"MISSION","OVERHEAD",4.2,84,0.05
"1363",1363,2018,280,"286","Mar","06--Mar",6,"REIMB","REIMB",0,40,0
"5049",5049,2020,290,"295","Aug","11--Aug",11,"MISSION","FTS",30,486,0.061728395
"4031",4031,2020,250,"251","May","08--May",8,"MISSION","TSRA",0,240,0
"171",171,2018,210,"213","Aug","11--Aug",11,"MISSION","OVERHEAD",0,501.5,0
"3764",3764,2020,220,"223","Jan","04--Jan",4,"MISSION","CMO",0,40,0
"2128",2128,2019,240,"242","Dec","03--Dec",3,"MISSION","FTS",52,32,1.625
"5018",5018,2020,290,"294","Jan","04--Jan",4,"REIMB","REIMB",0,1,0
"4481",4481,2020,260,"264","Jan","04--Jan",4,"MISSION","TSRA",22.5,360,0.0625
"439",439,2018,240,"242","Aug","11--Aug",11,"MISSION","TSRA",12,1625.5,0.007382344
"3355",3355,2019,290,"293","Jan","04--Jan",4,"MISSION","OVERHEAD",0,248.5,0
"4204",4204,2020,250,"254","Nov","02--Nov",2,"MISSION","CMO",10,61,0.163934426
"1184",1184,2018,280,"283","Jul","10--Jul",10,"MISSION","",40.5,0,0
"3441",3441,2019,290,"295","Feb","05--Feb",5,"MISSION","CMO",0,6,0
"4121",4121,2020,250,"253","Dec","03--Dec",3,"MISSION","TSRA",96,1024.5,0.093704246
"25",25,2018,200,"200A","Mar","06--Mar",6,"MISSION","OVERHEAD",1,164,0.006097561
"466",466,2018,240,"242","Oct","01--Oct",1,"MISSION","TSRA",48,1612,0.029776675
"409",409,2018,240,"241","Mar","06--Mar",6,"MISSION","FTS",0,157,0
"4522",4522,2020,280,"280","Aug","11--Aug",11,"MISSION","OVERHEAD",0,138.5,0
"4872",4872,2020,290,"291","Dec","03--Dec",3,"MISSION","TSRA",0,128.5,0
"2304",2304,2019,250,"251","Sep","12--Sep",12,"MISSION","UNIQ",0,12.5,0
"2266",2266,2019,250,"251","Jan","04--Jan",4,"MISSION","TSRA",89,583,0.152658662
"1572",1572,2018,290,"293","Jul","10--Jul",10,"MISSION","TSRA",0,556.5,0
"3210",3210,2019,290,"290","Apr","07--Apr",7,"MISSION","OVERHEAD",0,122.5,0
"3891",3891,2020,240,"242","Dec","03--Dec",3,"MISSION","CMO",16,32,0.5
"1007",1007,2018,260,"264","Dec","03--Dec",3,"MISSION","FTS",518,762,0.679790026
"4264",4264,2020,250,"255","Sep","12--Sep",12,"MISSION","TSRA",0,808,0
"209",209,2018,220,"221","Feb","05--Feb",5,"REIMB","REIMB",82,208,0.394230769
"355",355,2018,240,"240","Aug","11--Aug",11,"MISSION","OVERHEAD",9,142,0.063380282
"817",817,2018,260,"260","Mar","06--Mar",6,"MISSION","OVERHEAD",0,72,0
"118",118,2018,210,"211","Mar","06--Mar",6,"MISSION","FTS",0,166,0
"5084",5084,2020,290,"295","May","08--May",8,"REIMB","REIMB",50,144,0.347222222
"4160",4160,2020,250,"253","Oct","01--Oct",1,"MISSION","OVERHEAD",37.5,783.5,0.047862157
"3459",3459,2019,290,"295","Mar","06--Mar",6,"MISSION","FTS",48,584,0.082191781
"624",624,2018,250,"252","Jul","10--Jul",10,"MISSION","FTS",110.5,984,0.112296748
"3835",3835,2020,240,"241","Dec","03--Dec",3,"MISSION","FTS",0,132,0
"2731",2731,2019,260,"263","Oct","01--Oct",1,"REIMB","",206,345,0.597101449
"2435",2435,2019,250,"254","Aug","11--Aug",11,"MISSION","FTS",89,725,0.122758621
"3819",3819,2020,240,"240","Mar","06--Mar",6,"MISSION","OVERHEAD",6.5,334.5,0.019431988
"1618",1618,2018,290,"294","Mar","06--Mar",6,"MISSION","OVERHEAD",0,117,0
"5130",5130,2020,290,"296","Nov","02--Nov",2,"MISSION","FTS",10,641,0.015600624
"4393",4393,2020,260,"262","Sep","12--Sep",12,"MISSION","OVERHEAD",0,354,0
"1626",1626,2018,290,"294","Nov","02--Nov",2,"MISSION","FTS",38.5,798,0.048245614
"2061",2061,2019,240,"240","Aug","11--Aug",11,"MISSION","OVERHEAD",0,128,0
"194",194,2018,220,"220","Nov","02--Nov",2,"MISSION","OVERHEAD",0,112,0
"2038",2038,2019,220,"224","Jan","04--Jan",4,"REIMB","",6,565,0.010619469
"4864",4864,2020,290,"291","Apr","07--Apr",7,"MISSION","FTS",14,1336,0.010479042
"4617",4617,2020,280,"282","Sep","12--Sep",12,"MISSION","OVERHEAD",69,279,0.247311828
"3182",3182,2019,280,"287","Jul","10--Jul",10,"MISSION","OVERHEAD",0,121,0
"4446",4446,2020,260,"263","Nov","02--Nov",2,"REIMB","REIMB",0,16,0
"200",200,2018,220,"221","Apr","07--Apr",7,"REIMB","REIMB",66,261.5,0.252390057
"1541",1541,2018,290,"292","Nov","02--Nov",2,"MISSION","FTS",0,860.5,0
"4175",4175,2020,250,"254","Aug","11--Aug",11,"MISSION","TSRA",0,112,0
"1092",1092,2018,280,"281","Jun","09--Jun",9,"MISSION","TSRA",0,255,0
"1612",1612,2018,290,"294","Jul","10--Jul",10,"REIMB","REIMB",0,32,0
"2470",2470,2019,250,"254","Nov","02--Nov",2,"MISSION","TSRA",67.5,303,0.222772277
"2689",2689,2019,260,"263","Feb","05--Feb",5,"MISSION","CMO",11,125,0.088
"4551",4551,2020,280,"281","Jul","10--Jul",10,"MISSION","FTS",65,2500,0.026
"849",849,2018,260,"261","Jun","09--Jun",9,"MISSION","OVERHEAD",21,282,0.074468085
"4641",4641,2020,280,"283","Jul","10--Jul",10,"MISSION","TSRA",0,72,0
"4395",4395,2020,260,"263","Apr","07--Apr",7,"MISSION","CMO",32,344,0.093023256
"1969",1969,2019,220,"222","Feb","05--Feb",5,"MISSION","CMO",272,1712,0.158878505
"4602",4602,2020,280,"282","Mar","06--Mar",6,"MISSION","FTS",15,2076.5,0.007223694
"269",269,2018,220,"222","Oct","01--Oct",1,"MISSION","CMO",361.5,2342,0.154355252
"3401",3401,2019,290,"294","Jan","04--Jan",4,"MISSION","FTS",74,913.5,0.081007115
"639",639,2018,250,"252","May","08--May",8,"MISSION","FTS",170,1549.5,0.109712811
"14",14,2018,200,"200A","Apr","07--Apr",7,"MISSION","OVERHEAD",37,145,0.255172414
"2434",2434,2019,250,"254","Aug","11--Aug",11,"MISSION","CMO",0,8,0
"4679",4679,2020,280,"284","Feb","05--Feb",5,"MISSION","OVERHEAD",28,749,0.037383178
"5072",5072,2020,290,"295","Jun","09--Jun",9,"MISSION","FTS",12,324,0.037037037
"1403",1403,2018,280,"287","Jul","10--Jul",10,"MISSION","FTS",17,506,0.033596838
"4178",4178,2020,250,"254","Dec","03--Dec",3,"MISSION","TSRA",0,203,0
"482",482,2018,240,"243","Dec","03--Dec",3,"MISSION","OVERHEAD",0,96,0
"1345",1345,2018,280,"286","Feb","05--Feb",5,"MISSION","TSRA",139,269,0.516728625
"318",318,2018,220,"224","Dec","03--Dec",3,"MISSION","TSRA",0,2,0
"16",16,2018,200,"200A","Dec","03--Dec",3,"MISSION","CMO",4,0,0
"2917",2917,2019,280,"282","Nov","02--Nov",2,"MISSION","TSRA",156.5,363,0.431129477
"1635",1635,2018,290,"294","Sep","12--Sep",12,"REIMB","REIMB",122,193,0.632124352
"4232",4232,2020,250,"255","Jan","04--Jan",4,"MISSION","FTS",54,913,0.059145674
"2442",2442,2019,250,"254","Dec","03--Dec",3,"REIMB","",0,96,0
"438",438,2018,240,"242","Aug","11--Aug",11,"MISSION","OVERHEAD",0,200,0
"4897",4897,2020,290,"291","Oct","01--Oct",1,"MISSION","",0,6,0
"4932",4932,2020,290,"292","Jun","09--Jun",9,"MISSION","CMO",0,176,0
"3881",3881,2020,240,"241","Sep","12--Sep",12,"MISSION","UNIQ",0,67,0
"211",211,2018,220,"221","Jan","04--Jan",4,"MISSION","OVERHEAD",0,96,0
"4785",4785,2020,280,"286","Jun","09--Jun",9,"REIMB","REIMB",0,42,0
"3780",3780,2020,220,"224","Aug","11--Aug",11,"MISSION","OVERHEAD",55.5,319,0.173981191
"2822",2822,2019,280,"280","Oct","01--Oct",1,"MISSION","OVERHEAD",0,165,0
"1731",1731,2018,290,"296","Sep","12--Sep",12,"MISSION","",55.5,72,0.770833333
"2231",2231,2019,250,"250","Apr","07--Apr",7,"MISSION","OVERHEAD",2,155,0.012903226
"561",561,2018,250,"251","Feb","05--Feb",5,"REIMB","REIMB",0,19,0
"3612",3612,2020,210,"211","Jun","09--Jun",9,"REIMB","REIMB",0,0,0
"1114",1114,2018,280,"282","Apr","07--Apr",7,"MISSION","FTS",94.5,1468.5,0.064351379
"2967",2967,2019,280,"283","Mar","06--Mar",6,"REIMB","",7.5,24,0.3125
"1709",1709,2018,290,"296","Jan","04--Jan",4,"MISSION","OVERHEAD",0,124,0
"2990",2990,2019,280,"284","Apr","07--Apr",7,"MISSION","CMO",0,39.5,0
"2577",2577,2019,260,"261","Jul","10--Jul",10,"MISSION","UNIQ",0,56,0
"2404",2404,2019,250,"253","Jun","09--Jun",9,"REIMB","",0,40,0
"3736",3736,2020,220,"222","Jul","10--Jul",10,"REIMB","REIMB",52.9,312,0.169551282
"104",104,2018,210,"211","Dec","03--Dec",3,"MISSION","TSRA",20,1323,0.015117158
"844",844,2018,260,"261","Jan","04--Jan",4,"REIMB","REIMB",8,42,0.19047619
"4484",4484,2020,260,"264","Jul","10--Jul",10,"MISSION","FTS",326.5,1229,0.265663141
"2669",2669,2019,260,"262","Sep","12--Sep",12,"MISSION","OVERHEAD",0,432,0
"967",967,2018,260,"263","Jun","09--Jun",9,"MISSION","FTS",494.7,922,0.536550976
"5075",5075,2020,290,"295","Jun","09--Jun",9,"REIMB","REIMB",170,176,0.965909091
"1942",1942,2019,220,"221","Mar","06--Mar",6,"REIMB","",70,264,0.265151515
"3237",3237,2019,290,"291","Feb","05--Feb",5,"MISSION","FTS",55,789,0.069708492
"661",661,2018,250,"253","Aug","11--Aug",11,"MISSION","FTS",98,679,0.144329897
"1243",1243,2018,280,"284","Jul","10--Jul",10,"MISSION","",0,22,0
"3854",3854,2020,240,"241","Jun","09--Jun",9,"MISSION","CMO",0,124,0
"875",875,2018,260,"261","Sep","12--Sep",12,"MISSION","TSRA",0,16,0
"4903",4903,2020,290,"291","Sep","12--Sep",12,"MISSION","OVERHEAD",66,350,0.188571429
"1003",1003,2018,260,"264","Aug","11--Aug",11,"MISSION","OVERHEAD",0,244,0
"1107",1107,2018,280,"281","Oct","01--Oct",1,"MISSION","TSRA",0,15,0
"228",228,2018,220,"221","Nov","02--Nov",2,"MISSION","OVERHEAD",4,64,0.0625
"3672",3672,2020,220,"220","May","08--May",8,"MISSION","OVERHEAD",6.5,160,0.040625
"2972",2972,2019,280,"283","May","08--May",8,"MISSION","UNIQ",65.5,96,0.682291667
"2067",2067,2019,240,"240","Mar","06--Mar",6,"MISSION","OVERHEAD",3,133,0.022556391
"250",250,2018,220,"222","Jan","04--Jan",4,"MISSION","OVERHEAD",37,95,0.389473684
"2048",2048,2019,220,"224","May","08--May",8,"MISSION","CMO",70.9,807,0.087856258
"3028",3028,2019,280,"284","Mar","06--Mar",6,"MISSION","UNIQ",0,93,0
"2338",2338,2019,250,"252","Jun","09--Jun",9,"MISSION","OVERHEAD",16,244,0.06557377
"4869",4869,2020,290,"291","Aug","11--Aug",11,"MISSION","TSRA",0,172,0
"865",865,2018,260,"261","Nov","02--Nov",2,"MISSION","TSRA",0,137,0
"666",666,2018,250,"253","Dec","03--Dec",3,"MISSION","FTS",85.5,313,0.273162939
"3874",3874,2020,240,"241","Oct","01--Oct",1,"MISSION","FTS",0,164,0
"2474",2474,2019,250,"254","Oct","01--Oct",1,"MISSION","UNIQ",0,64,0
"3530",3530,2020,200,"200A1","Apr","07--Apr",7,"MISSION","OVERHEAD",0,176,0
"150",150,2018,210,"212","Jul","10--Jul",10,"MISSION","",0,1,0
"3549",3549,2020,200,"205A","Nov","02--Nov",2,"MISSION","OVERHEAD",40.5,1155.5,0.035049762
"1170",1170,2018,280,"283","Aug","11--Aug",11,"MISSION","TSRA",0,246,0
"3668",3668,2020,220,"220","Jan","04--Jan",4,"MISSION","OVERHEAD",18.5,168,0.110119048
"2291",2291,2019,250,"251","Nov","02--Nov",2,"MISSION","OVERHEAD",56,252,0.222222222
"1557",1557,2018,290,"293","Aug","11--Aug",11,"MISSION","FTS",9,1217.5,0.007392197
"5023",5023,2020,290,"294","Jun","09--Jun",9,"MISSION","FTS",103,1293.5,0.079628914
"1378",1378,2018,280,"286","Sep","12--Sep",12,"MISSION","TSRA",28,124,0.225806452
"3119",3119,2019,280,"286","Feb","05--Feb",5,"MISSION","UNIQ",0,45,0
"455",455,2018,240,"242","Mar","06--Mar",6,"MISSION","OVERHEAD",0,1,0
"451",451,2018,240,"242","Jun","09--Jun",9,"MISSION","FTS",0,0,0
"3379",3379,2019,290,"293","Oct","01--Oct",1,"MISSION","TSRA",0,313,0
"196",196,2018,220,"220","Sep","12--Sep",12,"MISSION","CMO",0,0,0
"1113",1113,2018,280,"281","Sep","12--Sep",12,"REIMB","REIMB",0,0,0
"49",49,2018,200,"205A","Jan","04--Jan",4,"MISSION","OVERHEAD",87,1263.5,0.068856351
"5104",5104,2020,290,"296","Dec","03--Dec",3,"MISSION","FTS",6,777,0.007722008
"3589",3589,2020,210,"211","Apr","07--Apr",7,"MISSION","FTS",0,176,0
"4348",4348,2020,260,"262","Dec","03--Dec",3,"REIMB","REIMB",0,16,0
"534",534,2018,250,"250","Jul","10--Jul",10,"MISSION","OVERHEAD",0,110,0
"1028",1028,2018,260,"264","Jun","09--Jun",9,"MISSION","OVERHEAD",0,612,0
"3399",3399,2019,290,"294","Feb","05--Feb",5,"MISSION","TSRA",0,148,0
"4152",4152,2020,250,"253","May","08--May",8,"MISSION","TSRA",0,175,0
"2040",2040,2019,220,"224","Jul","10--Jul",10,"MISSION","OVERHEAD",17.5,300,0.058333333
"3371",3371,2019,290,"293","May","08--May",8,"MISSION","TSRA",0.8,192,0.004166667
"2431",2431,2019,250,"254","Apr","07--Apr",7,"MISSION","OVERHEAD",24,309.5,0.077544426
"3761",3761,2020,220,"223","Dec","03--Dec",3,"MISSION","OVERHEAD",29.5,415,0.071084337
"4635",4635,2020,280,"283","Feb","05--Feb",5,"REIMB","REIMB",0,24,0
"2757",2757,2019,260,"264","Feb","05--Feb",5,"MISSION","FTS",203,682.5,0.297435897
"1953",1953,2019,220,"221","Sep","12--Sep",12,"MISSION","CMO",359.5,2404.5,0.149511333
"5047",5047,2020,290,"295","Apr","07--Apr",7,"MISSION","TSRA",178,483,0.368530021
"4474",4474,2020,260,"264","Feb","05--Feb",5,"MISSION","FTS",292.5,717,0.407949791
"2190",2190,2019,240,"243","Jan","04--Jan",4,"MISSION","CMO",0,15,0
"2285",2285,2019,250,"251","May","08--May",8,"MISSION","CMO",0,140,0
"4220",4220,2020,250,"255","Apr","07--Apr",7,"MISSION","TSRA",0,703,0
"4681",4681,2020,280,"284","Feb","05--Feb",5,"REIMB","REIMB",27.5,36,0.763888889
"2930",2930,2019,280,"283","Apr","07--Apr",7,"MISSION","OVERHEAD",0,366,0
"284",284,2018,220,"223","Dec","03--Dec",3,"MISSION","OVERHEAD",0,42,0
"5061",5061,2020,290,"295","Feb","05--Feb",5,"REIMB","REIMB",50,40,1.25
"4055",4055,2020,250,"252","Aug","11--Aug",11,"REIMB","REIMB",0,8,0
"2134",2134,2019,240,"242","Feb","05--Feb",5,"MISSION","OVERHEAD",8.5,152,0.055921053
"2441",2441,2019,250,"254","Dec","03--Dec",3,"MISSION","TSRA",0,287,0
"2098",2098,2019,240,"241","Jun","09--Jun",9,"MISSION","OVERHEAD",64,849.5,0.075338434
"2008",2008,2019,220,"223","Jan","04--Jan",4,"MISSION","CMO",0,54,0
"929",929,2018,260,"262","Oct","01--Oct",1,"MISSION","OVERHEAD",0,151,0
"939",939,2018,260,"263","Apr","07--Apr",7,"MISSION","TSRA",16,397,0.040302267
"2155",2155,2019,240,"242","May","08--May",8,"MISSION","OVERHEAD",0,201,0
"468",468,2018,240,"242","Sep","12--Sep",12,"MISSION","CMO",0,53,0
"360",360,2018,240,"240","Jan","04--Jan",4,"MISSION","CMO",13.5,0,0
"1805",1805,2019,200,"205C","Sep","12--Sep",12,"MISSION","OVERHEAD",0,148,0
"4960",4960,2020,290,"293","Apr","07--Apr",7,"MISSION","OVERHEAD",0,452,0
"2311",2311,2019,250,"252","Aug","11--Aug",11,"MISSION","CMO",15,95,0.157894737
"1986",1986,2019,220,"222","May","08--May",8,"MISSION","",30,90,0.333333333
"395",395,2018,240,"241","Jan","04--Jan",4,"MISSION","FTS",0,150,0
"2933",2933,2019,280,"283","Apr","07--Apr",7,"REIMB","",10.9,29,0.375862069
"2360",2360,2019,250,"252","Oct","01--Oct",1,"MISSION","UNIQ",0,32,0
"341",341,2018,220,"224","Nov","02--Nov",2,"MISSION","FTS",2.5,32,0.078125
"2104",2104,2019,240,"241","May","08--May",8,"MISSION","CMO",2,152,0.013157895
"873",873,2018,260,"261","Sep","12--Sep",12,"MISSION","FTS",160,1461.5,0.109476565
"1365",1365,2018,280,"286","May","08--May",8,"MISSION","OVERHEAD",0,180,0
"4844",4844,2020,280,"287","Oct","01--Oct",1,"MISSION","FTS",19,614.5,0.030919447
"3060",3060,2019,280,"285","Dec","03--Dec",3,"MISSION","OVERHEAD",6,222,0.027027027
"2393",2393,2019,250,"253","Jul","10--Jul",10,"MISSION","CMO",55,108,0.509259259
"1179",1179,2018,280,"283","Feb","05--Feb",5,"MISSION","TSRA",53,173,0.306358382
"2516",2516,2019,250,"255","Nov","02--Nov",2,"MISSION","FTS",0,625,0
"1804",1804,2019,200,"205C","Oct","01--Oct",1,"MISSION","OVERHEAD",0,176,0
"4194",4194,2020,250,"254","Jun","09--Jun",9,"MISSION","TSRA",0,335,0
"4692",4692,2020,280,"284","Jun","09--Jun",9,"MISSION","FTS",13,565.5,0.022988506
"3420",3420,2019,290,"294","Oct","01--Oct",1,"MISSION","FTS",97.5,999,0.097597598
"4057",4057,2020,250,"252","Dec","03--Dec",3,"MISSION","FTS",68.5,881,0.077752554
"1420",1420,2018,280,"287","Nov","02--Nov",2,"MISSION","OVERHEAD",36,44,0.818181818
"1065",1065,2018,280,"280","Sep","12--Sep",12,"MISSION","OVERHEAD",0,124.5,0
"1125",1125,2018,280,"282","Dec","03--Dec",3,"MISSION","TSRA",6.5,214,0.030373832
"2979",2979,2019,280,"283","Oct","01--Oct",1,"MISSION","FTS",12,645.1,0.018601767
"1044",1044,2018,260,"264","Nov","02--Nov",2,"MISSION","OVERHEAD",4,239,0.016736402
"4516",4516,2020,260,"264","Sep","12--Sep",12,"MISSION","CMO",85.5,538,0.158921933
"1407",1407,2018,280,"287","Jun","09--Jun",9,"MISSION","FTS",23.5,703,0.033428165
"1756",1756,2019,200,"200A1","Nov","02--Nov",2,"MISSION","OVERHEAD",0,117,0
"3551",3551,2020,200,"205A","Sep","12--Sep",12,"MISSION","OVERHEAD",20,1557,0.012845215
"1622",1622,2018,290,"294","May","08--May",8,"MISSION","OVERHEAD",0,172,0
"4775",4775,2020,280,"286","Jan","04--Jan",4,"MISSION","FTS",227,852.5,0.26627566
"246",246,2018,220,"222","Feb","05--Feb",5,"MISSION","CMO",426,2113.5,0.201561391
"4077",4077,2020,250,"252","Jul","10--Jul",10,"MISSION","UNIQ",0,32,0
"1717",1717,2018,290,"296","Jun","09--Jun",9,"REIMB","REIMB",0,0,0
"3802",3802,2020,220,"224","May","08--May",8,"REIMB","REIMB",7.5,449,0.016703786
"4388",4388,2020,260,"262","Oct","01--Oct",1,"MISSION","FTS",57,899,0.063403782
